review,class
"don't stop giving love. amy is so terrific  and i haven't listened to pop in a long time. she has a lovely  soft  airy voice but uses it powerfully and the music makes her sound even better. what great musicians she has with her  and you can feel their connection in the music. heart in motion is titled appropriately because amy has tons of heart and she boldly and bravely shares it. i respect that in an artist. i also would like to thank her for taking the time to come to my high school (this was awhile back  heh) and speaking to us about many inspirational things  including god and singing acapella to us sitting on a stool; dressed casually  relaxed  with her legs crossed singing from her heart.what mainly made me write this review today is the song  ""baby  baby"" which is exactly how i feel about my daughter on valentine's day and every day into forever:""baby  baby  i'm taken with the notionto love you with the sweetest of devotion/...and ever since the day you put my heart in motionbaby i realize there's just no getting over you/baby  baby  in any kind of weatheri'm here for you always and forever...don't stop giving love...""i sing it to her and hold her; other times we laugh and dance. i will never forget this song--ever.other favorite songs are: the upbeat  ""good for me "" and the gorgeous melody  ""that's what love is for"" both of which i dedicate to my devoted husband; faith in trying times  ""ask me;"" the emotional  inspiring  ""you're not alone;"" and the sincere  riveting ""i will remember you;"" and  in my opinion  the rationale for the entire cd and why i love amy so much  ""hope set high.""""here's to good times to come."" i'm with you  amy.soar!",Família
melatonin on cd this cd really sucked. all the songs were very draggy and seemed like they would never end. some songs were flat out fruity. it's not a good cd at all i'm afraid. my parents like it a lot(they're more into older rock)and i got stuck listening to it in the car. i almost fell asleep.,Família
"absolutely fabulous now  i don't usually like folkish music. i'm a huge fan of loud rock music (with some exceptions). my friend was moving away  and they were giving some cd's away  and my mom brought jewel's cd home. i'd never really liked her that much. i'd go through stages where i'd like her  and then i just didn't really care. it took me a while (at least a couple months) to actually play the album  but when i did i was really impressed  more then i thought i'd be.it has a lot of her likeable  famous singles ""you were meant for me""  ""who will save your soul""  ""foolish games""  and tons of other fantastic ones that never made the top 40.she can really write songs. she's amazing. she has a very good voice. i don't really like the fact she recently became more pop-ish  but then again  a lot of singers are these days.it's a very good album  i'd recommend it to anyone.",Família
"18th-century punk rock. i wasn't an immediate tori amos fan - in fact  it took me quite a while to cotton to her. some of my friends were fans from way back  some were bonafide church of tori heads  but it never rubbed off on me. i guess i callously assumed her music was all pixies and periods. i had her pigeonholed as a bejewelled enya with a crunchy ani defranco topping. but i never actually listened to her records  and somehow the singles like ""crucify"" and ""caught a light sneeze"" didn't leave much of an impression either.then one day i broke up with my boyfriend  and he was retarded enough to leave his cd wallet in my car. perusing my new collection  i happened to stick ""boys for pele"" in the changer. it was one of those ""where have you been my whole life"" experiences. given the occassion  it's not that surprising: the title  of course  refers to the custom of sacrificing boys to the volcano goddess.this album is incredible. first of all  i know that ""caught a light sneeze"" is like a vulgar pop song for hard-core toriphytes  and i know i said it never made an impression on me when i heard it ""casually"" as it were on tv or the radio...but on closer examination  this has to be one of the most beautiful songs i've ever heard. to me  and naturally many will disagree  it's the quintessential tori track. i listen to it and i freaking believe in fairies. the heavy  erotic drums  the gothic harpsichord  and her breathy vocals and stream-of-consciousness lyrics - she has really created something fascinating here. ok  i played it for my dad and he liked it  which would normally cause me to reconsider my position on the matter  but tori is one of those artists who can ""cross over"" simply because she's good  and there's no point anybody arguing!so you may not always understand what the hell tori is talking about in her songs  but she has a knack for coining phrases that grab you by the seat of your pants. she is a real poet  and her delivery is impeccable. some people say she's too precious or pretentious  but personally i love it when an artist doesn't give the whole show away  leaves an element of mystery in the art  and isn't afraid of experimenting and pushing it. every tori amos album has been an experiment  ""boys for pele"" being basically the ""harpsichord test "" described by the amazon reviewer as ""gothic-pop chamber music."" my favorite examples of this are ""blood roses"" with its heady lyrics (""i shaved every place that you've been boy"")  and ""talula"" (""got my rape hat on...honey but i always could accessorize"") - ghostly  lacey  dramatic songs that do indeed sound like 18th-century punk rock sometimes.anybody who's willing to really give a tori amos record a spin might wind up getting addicted  and since she's always trying new things in turn  each of her albums is a potential conversion experience. ""boys for pele"" worked on me  and i've since come to appreciate her whole catalogue  especially her later work. this one is the real deal.",Família
i'm a parrothead for life! for her 62nd birthday  i took my mother to her first open air concert to hear jimmy buffett. she even made the dallas morning news. i promised her a good time...my husband  son  mother and i wore matching authentic hawaiian shirts  turned my van into a parrotmobile  threw a tail gate party and had a blast! my mother is now 72  a buffett devotee and can sing all his songs by heart! even the bear!anyone who criticizes buffett has never really listened to his music. he's a fantasic storyteller and chronicles us babyboomers with eerie accuracy.i was fortunate enough to see buffett before he had to stop doing the bear in concert. this cd is your chance to hear it as only buffett can do it.while other cd's might have more well-known songs  this one has the bear  pencil thin moustache  and the ballad of spider john. enough said.enjoy!,Família
wow!! i agree with susan  i cried and clapped and cheered! the fastest three hour video i have ever witnessed. we live in ny and take our kids to musicals regularly  but watching this with my family was an extraordinary experience. we rented this on a lark  and we were all were mesmerized as the performers gave more than their all. to own it would be to own a piece of history and some wonderful theater memories. buy it  and you'll see!! i am doing that after writing this review!! julius,Família
"monty python and the holy grail this is so funny! i love it! my family and i are such fans of this movie that we know all the words to the camalot song  a.k.a. knights of the round table! we have entire scenes memorized!this movie is about king arthur's quest to find the holy grail. he is joined by sir lancelot  sir robin  sir galahad and the rest as they search throughout england for a holy cup. their quest begins when king arthur has finally rounded up his knights of the round table and they are given an assignment from the lord. arthur and his knights encounter a taunting french guard  knights that say ""ne"" and lots more! filled with funny songs and catchy lines  this is one movie you won't want to miss!!!!",Família
"proceed with caution our 16 month old son loves ""the best of elmo"" and whenever elmo is on sesame street he tunes right in. we bought this dvd with high anticipation and ended up returning it.he had zero interest in this video  and neither did his parents. he may have been too young for this particular elmo dvd  which is why i suggest you proceed with caution. in my opinion  it's for ages 3+ and maybe 4+.",Família
my toddler is glued to this movie we've watched it about 12 times now  and every time we put it in  my 15 month old son gets this beatific smile on his face. he just can't get enough of it.the music is fantastic  there is nothing scary  and there are no lulls for your child to get bored. if your kid likes elmo  he'll love this movie.it's not too hard on parents  either.,Família
made my family seem normal! this movie explores the complex bonds of siblings and how they relate to each other and their parents. on the surface  it seems like a comedy  but it has more than enough moments to make one pull out the box of tissues. underneath the comic relief we see the frustrations  jealousy  misunderstandings and fierce that love that make up the relationships we have with our siblings. it explores love  guilt  fear  anger  happiness and loss with equal scrutiny. after watching this movie  i immediately wanted to watch it with my two sisters! it's a really good way to take a close look at our own families and how we relate to each other. great acting buy the female leads and a wonderfully touching performance by the late walter matthau.,Família
in agreement with t. liptak from texas i was pleased to see this video when it first came out and i recommend it very much. i watched it with my sons  who were born in 1965 and 1966  all the years they were growing up. they are now fine parents themselves. i believe it expresses very well the true meaning of christ-mas. the review from t. liptak says it very well. it puts christ back into christmas where he belongs. it was and still is one of very few videos that tell what christmas is about - the greatest gift of all to a sad and needy world - the gift of christ  that's why we celebrate christ-mas.,Família
more than santa i watched this with my son's and now they have sons. i especially appreciated that there were christ-mas references in this video  such as the wedding with the cross on the holiest night of the year and reference to the lord. it still could be fun  moving and include the real meaning of christmas.,Família
nice video and story the story in the video is nice and should teach perseverance. these are the comments on the reviews. however  my daughter of 3 and half soon realized that madeline was lucky only because she found the prima ballerina willing to help her to take part into the show  despite madeline made a lot of mistakes during the selection.in fact  the story does not hightlight when and how madeline is working hard in order to catch up with her companions.anyway the story is still nice.another point i want to make is the resemblance with dora the explorer. the differences are about context  but the role of a little girl as heroine is quite similar.dora's vhs contains two episodes (half an hour each)  madeline only one (about half an hour).,Família
this is not a cartoon! first let me say that my kids have warmed up to this video and now watch it. it seems to be a good bedtime video. but it is not an animated cartoon the way you expect. it is more like pictures with people reading the story. some kids might like that  but it took mine awhile to get into it.,Família
"one of the best sesame street videos! this is one of my favorite sesame street videos and we have several. in this video  telly learns that music can be made from many different things  as the members of stomp! make music all along sesame street with different every day objects. my favorite part has to be the ""can can"" part with oscar the grouch. the two guys from stomp! in this part are hilarious with their facial expressions and then dialogue (""cans? we've got cans!"" and ""yeah  we'll go get them!""). trust me  you've got to see that part. it's adorable.easily one of my daughter's favorite videos too  she will sit through this one time and time again. it is a great video for fans of sesame street (of all ages!).",Família
both mother and daughter like this one i know that every child is different and even in the same household what holds one child's interest doesn't hold another. that being said my daughter loves this video. it's a great way to teach children about music. we both love all the segments interspersed in this one from bert's 'oatmeal box' song  to the oldie  and one of my personal favorites 'the pinball song- (1 2 3 4 5 ..6 7 8 9 10 ..11 12)  and elmo's 'what makes music...'. and of course stomp. great ways to show a toddler how to make music from ordinary items. this one is a winner in our home (this one and elmo's world videos).,Família
"one of my son's favorites while my 2 1/2 year old will not watch the movie ""elmo in grouchland""  he adores this video compilations of songs from the movie and sesame street  and will dance and laugh with delight through it. though i think we're all getting tired of yet another ""elmo's song"" setup  the rest of the songs are clever and fun. my boy especially likes it when i sing along with ""c is for cookie"" and ""welcome to grouchland"" (maybe i just sing better than the muppet characters). probably one of the easier sesame street videos for adults to take  too. all in all a winner.",Família
i hate to admit it  but i love this movie. my brother and i  as children of the 80's  grew up on this campy movie. we still quote it to each other ('fagabeefy!') on the phone and in person... it's really roo funny. and never takes itself too seriously. i can remember staying up late to watch this in college  too  and now that i have it on dvd i am thrilled. this  wargames and the last starfighter... i'm ten years old all over again.,Família
the bonaventure! my sister and i probably watched this movie a million times - back in the days when you didn't use a clicker to change cable channels - you used a foot long box with about 15 buttons and a dial (and hbo was 3 buttons in  with the dial turned to the middle). i can still hum the pabst jingle - and will root for the yellow team to win every time i put this film on!,Família
love it! this is one of my childhood favorites! my cousin and i used to watch this one all of the time. kirstie alley and john travolta give great performances  and so does the rest of the cast. bruce willis is the voice of mickey.this is a great family film  but the pg-13 rating is there for a reason. it contains scenes of sensuality  and some adult language. oh  and  if you do decide to let your kids watch this one  be ready to answer their questions about the sperm/egg opening sequence. my little sis sure did have lots of 'em!highly recommended!,Família
great video for any time my son loves this video! it's may and he is watching it now. not just for christmas time! lots of fun songs!this is a must for any muppets fans collection!,Família
ahhhhh after seeing this movie i ran to call my mother. this is an extremely touching and moving movie. it centers around ed harris and susan sarandon  who are divorced  having to deal with the fact that sarandon has been diagnosed cancer. in addition julia roberts is now about to marry ed harris a.k.a. the name step mom.i completely enjoyed this movie. from its sadder to happier moments. i say watch with your mom.,Família
good movie but sorta weird in a way this was a really good movie. there were lots of disturbing parts to it. many scenes i will honestly say are not suitable for a lot of people. i went to go and see this in the theatre with my sister and she got so offended by this movie that she had to step out for about 10 minutes. there are some scenes that will bother you like for example where the old guy tries to burn a cat in an oven now that bothered me. it had a good storyline it just needed something else to go with it. all around though i would have this movie for my video library.,Família
my son loves it - and so will yours! i have a great 6-year-old autistic son who does not watch just any childrens shows  but he sure loved this one. i will be getting the entire series for him. he watches this one everyday and just laughs and has a good ol' time! thanks,Família
clever and cynical okay  okay  i understand that the plot of this movie is somewhat stupid  but as a teen girl  i loved it. the dialogue is clever  although unrealistic. my favorite character is courtney 'satan-in-heels' shane. marcie fox is your stereotypical dumb blonde  julie is the angelic one and liz purr is the 'perfect' teen. i watch this movie so much my parents are sick of it!!!! but  i love it.,Família
part of our night time routine! my year old loves this video....he watches it before bed! love the songs....helped my son learn how to use a toothbrush!,Família
not the most useful video for potty training the shadow song is very off the wall and very funky. i don't like it and neither does my son. the information that is presented is done very tactfully and done well. i just don't think there is much information presented. maybe for an older child who is close to being finished with potty training this would be an excellent video  but it just wasn't basic enough for our needs.,Família
"potty time perfection.... i had been coaxing my daughter to use the potty consistently for some months  when dad spotted this and we ordered it. ( trust me  you may get to that point too..you will seek out anything!) we had tried books  rewards  etc...and it wasn't getting the results we wanted. honestly  after a few times of watching bear in the big blue house sing and talk about the potty  our daughter responded! i cannot take the credit for knowing how it worked..i just know that it worked! also  once she accomplished the ""potty hurdle""  she did not want to watch the dvd again  so we sent it to our nephew. we were very pleased with the results  and would highly recommend it.",Família
"a good video  but not an attention grabber. my daughter loves bear  and especially tutter. so when we saw this video we though this would be a great way to introduce potty training to her.she watched the video a couple of times  but it did not interest her. she always seemed to be distracted. i like the idea that the video shows kids that this is a normal everyday thing.while this video has not been the perfect tool for us  i would not discourage others from buying it. we have found our daughter prefers to read and that she enjoys reading the book ""potty time"" while sitting on her potty.",Família
very good dvd this is a fun film to watch even if you aren't wearing diapers while you do. i bought this for my daughter and if it were vhs it would have been eaten by the vcr by now because it has been played so much.kids love elmo  and rightfully so. elmo is pretty cool  especially if you are under 5 years old. however  adults can enjoy this film too. the sesame street characters are in their best form  and there are enough subtle adult jokes to keep you giggling.the only reason i don't give elmo 5 stars is that the film is in pan and scan and is not available widescreen. my daughter watches muppets from space and stuart little widescreen  so i am not sure why elmo isn't.,Família
wrighting this for my brother i am wrighting this for my brother tanner.he wathed this movie 7 times the first day he got it!he`s a big elmo fan and this is his favorete one!he loves this movie and i kindave like it to!,Família
my favorit movie! if you think this m ovoe it's your fault that you cant understand it. this was the best movie  and unlike most movies based on books it was reallistic. the carecters where loveble and the moive made it feel like you where in their world. the first time me and my sister saw this movie it was when we woke uup at 2 in the morning and couldent get to sleep  every night for the next week we snook down stairs to watch the movie. watch this movie!,Família
see it again and again. and again. when one of my daughters was little she used to focus on one movie at a time and watch it with me every day for months. the first of these was annie. i saw annie every day after work 8 436 consecutive days. we love you miss hannigan. a tumble with the bundle. is my brain going a little soft? sometimes i have flashbacks - of vietnamese snipers  of napalm  of bolsheviks throwing bombs through windows and getting caught by little dogs named sandy. of little girls in red dresses holding their fists up menacingly. anyway to my surprise i noticed something different every time i saw the movie. a lot of thought and professionalism went into it.,Família
one of my favorites and my daughters' favorites too i do not know why so many people are downing this movie. true  i have never seen the broadway production  but i have seen disney's production  and for me nobody will ever be annie but aileen quinn. carol burnett was an excellent miss hannigan (i just couldn't get into kathy bates playing the role)  and ann reinking was by far a better choice for grace (i'm sorry but in the 1930s the likelihood of grace being a woman of color are slim  and daddy warbucks giving her an engagement ring even slimmer -- please!!). i love this movie and so do my children  especially my daughter lauren who always asks whenever they want to watch a movie  'annie!! please  can i watch annie?' this movie rocks!!,Família
childhood favorite for as long as i can remember  annie has always been my favorite movie. when i was a little girl and it was playing in the theaters  i must have seen that movie at least 20 times. even now i love watching this movie. i will pass it on to my daughter and her daughter. it is a little girl's wonderland  to imagine the fancy world that annie gets drawn into when she goes to live with daddy warbucks. and of course it wouldn't be the same if the girls from miss hannigan's orphanage don't have adventures of their own.this is definitely a classic musical that will be an all-time favorite for many years to come.,Família
the best copy i've ever seen! i first saw 39 steps a few years back on amc with my son  who was 7 at the time. we missed the ending  and ever since we've both been wanting a chance to see the rest. since then i've bought two copies on vhs that were so bad they were unwatchable. finally  thanks to criterion  we were able to watch it all the way through. this print is nearly pristine  which makes watching this great movie that much more enjoyable. like each of the criterion discs i've bought so far  this is a must-have for your collection.,Família
the last half hour when my sister asked me for a good movie to see  i gave he 'set it off' and knowing she gets bored pretty easily  i wanted the strongest thing to push her seeing this one at least. so  i set up the video for the last half hour  and watched how her tears started to fall. then of course  she kept seeing it over and over again.brilliant cast  queen latifa is an amazing woman  love her so much.,Família
tic tac sir??? another incredibly hilarious movie by the farrelly brothers. i remember the first time i saw the trailer for dumb and dumber in a theatre. my impression was that this movie was going to be a waste of time. my nephew dragged me to the theatre when it came out and i was sore for 3 days from laughing so hard!! forget the negative feedback. check your brain at the door and be prepared to laugh 'til you cry!! see dumb and dumber back-to-back with kingpin (another farrelly soon be classic) you will be sore for a week from laughing!! very fun!!,Família
my kids played it over and over most of my adult friends didn't like this movie but my kids kept playing it over and over. one of my sons even played it during his birthday party! it is kid-friendly with the approximately three profane words quite well placed. the pace seems a little slow in-between action scenes but overall very enjoyable. there are also cameo appearances by some of the actors from the classic tv series. and just as in the tv series  dr. smith seems to be the focal point for maintaining your interest for the duration of the film. great performance by gary oldman as dr. smith.,Família
one of best movies ever! one of the best movies of all time full of reality  bonding  drama and tears. i took my mom to see this movie in 1993 for her birthday. then bought it recently on dvd. excellent performaces by tim and morgan with and excellent plot. a must have!,Família
excellent performaces and storyline!!!!!! you will definately love this movie. i first saw it when i took my mom to see it on her b-day in 1994. we both loved it. excellent drama. one of the best dramas i ever seen. it makes the green mile look like crap. this movie is the best jail movie ever!!!! excellent performances by both tim robbins and morgan freeman. i would definately have to say that this is one of morgans best films!!!!!!!!,Família
the circle (of human abuse) when i first watched this movie  i thought the prologue was ingenius and totally got drawn in to the story. then it started to go over my head and i wasn't too sure what the movie was about .my brother pointed out the obvious--it's a story about the cycle of abuse people put each other through. then i was like: 'oh  duh'. ok.weeks later  i found that this movie couldn't get outta my mind! and why? because--i saw paul thomas anderson's message of 'the circle of human abuse' in my own life. we're not immune to it. it happens to everyone. we treat each other wrong and do it over and over.now i realize how powerful and amazing this movie truly is. i have to see it again!,Família
great bedtime video this is a great wind-down video. a great bedtime 'storybook'. my daughter just loves the commentary by the young children in the video as well as singing the easy to learn songs. it is also a very pleasant video to have on  for the hundreds of times it will be played!,Família
unashamed  funny look at sex in nyc i don't get hbo at home  but my parents do and i happened to catch an episode of sex and the city during a visit home. i enjoyed it so much  i was very pleased when it came out on video at such a reasonable price.sarah jessica parker and her costars are fantastic - they are obviously having a great time  and their energy and humor really make this series a joy to watch. it's pretty frank  but not graphic at all. highly recommended!,Família
"ron howard's ""wondrous epic"" don't listen to the haters who call this truly ""wondrous"" film anything less than a masterpiece. those who claim far and away has no plot are the same who would likely say the same of moulin rouge. it seems that a great love story these days is no longer enough  but perhaps only for those who don't really know what love is.far and away has been my favorite film since i was about 10 or 11 and my parents rented the film. i'm 20 now and i recently saw the film again--it is as wondrous and moving and sweet and beautiful as it ever was. it is a film grand in scope. it is a great glimpse at how talented nicole kidman was  even then.",Família
its blue  its bluehooohooooo the first time i ever saw this was in theaters. while my mom dragged my dad to see selena  which isn't a bad movie  me and my brothers went to go see this film. as a kid i didn't really understand what they were saying  all i laughed about was the claw. then i saw this on dvd so i said ahh.........what the 'f'. then once i actually saw it i laughed my ass off!!!!!!!!! this is a must get dvd for everyone! the special features are great. the movies great  and just plain having it in your dvd collection is great. you need to get this dvd!!!!,Família
way better than the jerry lewis one! the jerry lewis one was just plain dumb! but this is a masterpiece! this one strayed away from the stupid geeky college professor and turned him into a fat college professor who just wants to be thin. when my mom saw this with me  she coulden't stop laughing  and i'm sure that anyone who sees this movie won't stop either!,Família
a better babe i was fascinated by this movie from start to finish. there is so much to look at in every frame that one viewing just isn't enough. mind you  i am an adult with a taste for the apocalyptic vision. (road warrior and blade runner are two of my favorite movies.) that said  my children were not taken with the the pig's urban adventure. it really is not a children's movie -- at least not for the under eight crowd.,Família
a women tearjerker! im usually not into these type of movies  but if your going to grow up to be a movie critic you have to have see and comment on several different movies.my mom was actually the one that rented it  but she asked me to watch it with her  so i did.and i was amazed. i actually liked it  it was sad and my mom cried at the end but i liked it.,Família
lets hear it for the boy i sat at my computer as my son watched paulie  which i thought was going to be a silly.; stupid movie(ie amazon has it paired up with mouse hunt as a combo deal) . at first it did seem like a typical goofy talking animal thing...but at some oint i found myself glued to the piece...this is a movie that can be kind of dumb  but also dares to be smart  sensitive entertainment. there are great contributions throughout  funny lines  and a sentimental moment or two. the tone of the movie is much more reverant and lovely than i thought it would be.again  if it wasn't for my son  these movies would never exist is my psyche....this is a nice little movie...let's hear it for nice.,Família
a feel good movie! i love the flintstones  in any shape or form that i can see them. i remember wonderful memories of watching them on tv with my children and now with my grandchildren and i was delighted when the movie came out  i was not disappointed!john goodman is great as fred rough around the edges but yetquite loveable! the casting was great  the scenery was great  everything about this movie was just plain fun! that is what it's all about and what it should be about! fred gets in trouble  barney bails him out! simple! fun! entertaining!what more do you want?,Família
a great kids movie i got this movie about 8 years ago through a mcdonald's promotion. i was pleasently surprised by the quality of the animation and story. my son  4 at the time  loved it and my daughter did also when she was old enough to watch it. my daughter has seen all of the sequels (many times) and  through watching these movies  has developed an interest in dinosuars and evolutionary and environmental science  albeit at a level suitable for an eight year old. it's a rare but good movie that has a lasting  positive affect on a child. the land before time is one of those rare movies.,Família
beautiful i can remember my dad tqaking me to this when i was 4 of 5. i loved it! my brother had to buy me the video the day it came out. since then i have watched the video so much that the tape is worn (thank god for the dvd). it's a touching story about friendship and teamwork. i feel like i'm going to cry when i watch it now. it's not because it's sad  it's just that it gets to me. one small thing that i don't like is not the movie itself  but the dvd release. no special features (unless extra languages are considered to be features). the picture is slightly grainy but that's ok. it's not too bad. also  it isn't widescreen  which is a shame.,Família
the start of a great series. i first saw this movie several years before my kids were born  and i enjoyed it. but watching it with kids is even more enjoyable. my kids love this movie. it teaches them how if you stay with your friends then things will work out good.the story is centered around littlefoot the leader of this group of kid dino's. spike  cera  ducky and petrie all join together in search for the great vally after being seperated from their families.this is a sad movie  a scary movie and a happy movie all in one. i think that the voices of the dinosaurs are great  they realy show their emotions.this movies shows how different dinosaurs of different species need to work together to survive.my favorite dino is petrie.,Família
hitchcock's second to last worst film in fact  the only hitch film worse than it is to catch a thief. the so-called master of suspense masters mostly boredom and dullness throughout the movie. if you can get past the first 50 minutes  though  you'll be okay. the definate highlight of the film was when a man drops a match on a trail of gas. it blows up  and you are shown four stills of tippi hendren's terrified face. it was supposed to be serious  but it was hilarious. my brother and i watched it over and over again; it cracked us up.eventually  the film has some good parts with the attacking birds; but those scenes could sometimes be disappointing. really  i do not recommend seeing it.,Família
not a classic  but ok this film had some good performances  particularly denzel washington and angelina jolie  and for people like me who did not read the book  it was suspenseful and interesting  but i agree with many of the other reviewers about the ending. i did not remember seeing the killer earlier in the film  though my father  who watched it with us  claims to have remembered him. the killer's motive seemed absurd too. still  i found bone collector to be watchable  and for fans of the genre  it is worth seeing. ultimately it is no silence of the lambs  and you will not need to see this film more than once  though a second viewing might be in order if you really need to see if they show the killer earlier in the film.,Família
the best movie of the year! i almost gagged when my mom insisted that we rent this  but when it was over i was so glad she did. it is by far the best movie of the year. it is a heartwarming story about a boy who realizes that he has the chance to be something in the world instead of following in his father's footsteps and slaving away in a coal mine his whole life. i know it sounds cheesy  but the movie is very well executed and acted. you have to see this movie!,Família
unfettered entertainment i'll be brief. i have been anxiously anticipating the release of this movie for home viewing because i refuse to give in to the urge to spend another nickel in order to rent it. this movie is intended to be entertaining  and it does not fail. i can appreciate any movie my daughter and i can laugh at together  and believe me  we laughed a whole lot. as long as you don't forget that 'mystery men' is a movie  not a film  you're going to enjoy it very much.,Família
great movie!!! my son got me this for last christmas  i already had the vhs version  but this 2 disk set is even better. the interviews with everyone and learning alot more about the movie and everyone who participated in it  and what they really had to say about it  just blew my mind.still a great movie  great cast  val &amp; meg awesome job!!! no one could of pulled off playing jim  not like you did! this movie is not only entertaining  the music is awesome  as well as the acting.any doors fan  will love this  true or not  the movie is awesome!,Família
happy viewing! my daughter and i had fun watching happy pooh day  her first pooh video.the first story is april pooh wherein pooh  piglet  tigger  rabbit become 'victims' of tricks played on them. rabbit suddenly thinks he grew a giant carrot  while piglet thinks that pooh's house is under water. meanwhile  pooh's hunny is super sticky and suddenly tigger looks different!the other two stories  tigger got your tongue and the wise have it also deal with the fun adventures of pooh and the gang.pooh is still our favorite huggable bear! enjoyable and fun!,Família
kids will watch over & over! lots of sequels just don't add up to much - this is an exception to that! this is a wonderful movie!-my kids (girls age 5 & 3) and i tend to like this one just as much as the first!this story tells of simba & nala's daughter kiara and her friendship with scars named replacement. obviously simba has a problem with kiara befriending the heir of scar! this movie teaches a lesson about friendship and accepting others just the way they are. this one is worth adding to your video library!1smileycat :-),Família
dancing globs make me wozzy wow this was disappointing. the stupid parts outweight the good stuff. what a waste. with all the potential to make a real interesting story  and with all the high tech capabilities now vs when the original was made this should have been a real fun movie to watch. it is not. most of my kids had left the room before the end. definitely rent before you buy.,Família
great movie for kids though it can scare very little ones. when reviewing a kids movie i ask myself did i like it enough to watch again. the answer is yes. did the kids watch it repeatedly. yes. but of the five  the youngest (6 yrs old) just watched for the first time this year.it is a nice sweet movie except that the bad squid is a little to mean and scared my girls when they were real little.ultimately the music is only ok and my children now sledom watch it  they have moved on and prefer to watch other films instead. this is a good kids movie and i recommend it.,Família
wonderful to the very end. i loved this movie as a child and just watched it agian with my 6 year old. it only gets better with age. classic family values and a strong work ethic. captivated my daughter. i suspect if we get a yellow dog it will be called yeller.more films need to be made by disney like this one or they should be rereleased in the theatres to give the younger generation a sense of wonderement we all felt as a child.,Família
not as great as people say i saw this movie on tv because i'm only 13 and at the time i was 12 and my mom didnt want me to see all of it. now my whole entire family is obsessed with this movie and whenever all the women get together we always end up watching it. it was good  but very predictable.....not that that makes it bad  but i thought it was going to be this brilliant work of art. but it wasnt. it was good and most people will like it  but its not that great.,Família
a good family film - with only a few bowling words... i was pleasantly surprised by this movie. the language is just spicey enough to garner a pg-13 rating (sadly  so).however  it is a cute and timeless story about re-evaluating what it is we're doing with our lives and our time and our money.it is a wee bit predictable  but it is also a good message that society needs to hear again and again. and the ending was very sweet.i watched it with my 13 year old daughter and the offensive scenes (squeaking beds and such) were vague enough to make it safe for most kids  in my maternal opinion.,Família
what a fun video! as a musical family  my husband and i enjoy this video as much as my daughter does! members of stomp and other sesame street clips show us that music is all around us--we can make music with anything! all the rhythmic clapping  tapping  banging on pots (always a fun toddler activity)  and singing really keep my 17 month old daughter enthralled. we're thrilled  because my husband and i really hope she develops the love of music we have. even if you're not pushing music at home  it's very entertaining for the young ones  and a good video to add to your sesame street library!,Família
worst movie i've seen in the past year a lot of bad movies have been released over hyped and over rated-but this is easily the worst of them. the story never really goes anywhere  which might work in a comedy--but this isn't a comedy. a great actor (mcgregor) and a good actress (judd) wasted in a horrible story. alan smithee could have done it better!!! maybe it would have been better in japanese  as i didn't understand it anyway. i watched this movie with my wife and my mother-and none of us could believe how bad it was. my daughter and her husband watched it later and felt the same. five for five in the thumbs down department  and we all love watching movies!,Família
fun movie! my daughter didnt like it much though :( my 2 1/2 year old didn't get too scared or think that it was creepy... which is good. but  she always gets bored half way through. :(i guess she is to young for it.my husband and i thought it was neat though.great family movie if you have a little older children because the parents will like it too :),Família
better than it sounds the premise of this movie sounds absurd  but it's actually a very entertaining story. the ending is a let down. sure  the story is corny  so what? it has a lot of qualities of 50's drive in movies which are generally corny but fun to watch. my oldest daughter has always had a fear of clowns anyway-this movie is perfect for her (she's not a child anymore) my wife thought i was making this movie up the first time we watched it  but she really enjoyed it as well.,Família
charming _are you my neighbor?_ ranks among the best of the veggietales catalog. the big idea crew continues to keep children's attention with broad humor and good songs. they also draw in adults with sly references that only they would get. my sons don't get the star trek references in this video -- but my wife and i sure do  and even though we've now seen it a hundred times  we still get a kick out of it.,Família
major disappointment okay  my wife and i couldn't stand it  but my child  who loves elmo  couldn't sit through it. thank heavens for fast-forward. by the way  who ever told rosie she could sing?,Família
great video - great dog! everyone at my house loves kipper. my husband bought this video for my daughter when she was 18 months old. she instantly fell in love with kipper. the stories are easy to follow and are nonviolent. kipper talks with a british accent and is very polite. what i think you can appreciate the most about all the kipper videos is the gentle and kind way he interacts with his friends and others. he is a great example for children and adults.i now buy this video for every 1st or 2nd birthday/1st or 2nd christmas that comes up. my daughter is almost 3 and kipper is still her favorite.,Família
our teenager loved 'duck soup' our teenaged son loves classic movies and comedy (bill cosby  bob hope  allan sherman  etc.)  so my wife and i decided he simply had to see 'duck soup.' i don't think i've ever heard him laugh so loud  so often  as he did for this marx brothers' classic comedy. groucho marx is in peak form  and some viewers may notice where alan alda as hawkeye pierce got some of his antics for the mash television series.by all means  give your kids a hefty dose of humor and some cinematic history at the same time!,Família
Over a year ago we ordered this book for our first child - and we have been thrilled with it. Right away I was pleased by the fact that it was not in the overly-seen pink for girls or blue for boys colors. I love the soft image of the slippers on the front and the somewhat antiqued appearance of the cover. I found the headings in the book were perfect for us. They covered neither too few occasions nor too many (I was afraid that if I got a book with too many headings I would leave many blank for lack of time to constantly update). The book has allowed us to chronical our child's monthly development  special occasions  and firsts in a very nice manner. I will certainly put this one at the top of my list for our second child.,Família
Just what we needed. Perfect for teaching children.,Família
